"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0097237","BP","GO:0097237","cellular response to toxic substance","23/1647","128/18870",0.000664198188630966,0.0135399568244875,0.0108490559392975,"PRDX4/GSTP1/NOS3/PXDN/H19/SOD3/GPX7/GPX8/BMP7/ABCG2/AQP8/PRDX6/HBG1/AKR1B10/HBG2/PINK1/CD36/HBA2/HBA1/GSR/TP53INP1/GPX3/FABP1",23
"GO:0016331","BP","GO:0016331","morphogenesis of embryonic epithelium","26/1647","152/18870",0.000670511480521656,0.0136213595229849,0.0109142808466628,"SOX9/JAG2/CTHRC1/TULP3/MTHFD1/WNT2/WNT5A/STK3/LAMA5/SULF1/SALL4/TWIST1/STIL/ALDH1A3/BMP4/TGFB1I1/BMP7/FZD3/GREM1/BMP5/PALS1/RARA/PRKACB/CITED2/FGFR2/CTNNB1",26
"GO:1903532","BP","GO:1903532","positive regulation of secretion by cell","42/1647","288/18870",0.000676718686749975,0.0137000531376176,0.0109773350674615,"MIF/VSNL1/RGCC/PFKM/RAB15/SLC12A2/STXBP1/GRP/INHBB/MYH10/SYBU/KCNN4/CADPS/P2RY1/GCG/CD177/EDN3/P2RX4/GNA11/F2RL1/SYTL4/VAMP8/NR1H4/BMP2/PLA2G10/PINK1/C1QTNF12/SRI/MCU/FFAR4/ARF6/VIP/RAB27A/VPS4B/CD2AP/TRPM4/MAP2K6/PRKCB/EXPH5/TNFRSF11A/PPARG/IGF1",42
"GO:0030277","BP","GO:0030277","maintenance of gastrointestinal epithelium","8/1647","24/18870",0.000681192348375675,0.0137432311935175,0.0110119320126276,"SOX9/NOD2/SLC22A5/PBLD/HTR4/MUC13/MUC2/TFF1",8
"GO:0051255","BP","GO:0051255","spindle midzone assembly","6/1647","14/18870",0.000711036724752009,0.0142962212706132,0.0114550220725188,"KIF4A/PRC1/KIF23/AURKB/RACGAP1/CDCA8",6
"GO:0002686","BP","GO:0002686","negative regulation of leukocyte migration","13/1647","55/18870",0.000724691271327344,0.0145210322660848,0.0116351546310828,"MIF/EMILIN1/ADA/TNFAIP6/GREM1/MMP28/ADTRP/BMP5/PTGER4/CCL28/WASL/HMOX1/DUSP1",13
"GO:0042273","BP","GO:0042273","ribosomal large subunit biogenesis","16/1647","76/18870",0.00074022781915598,0.0147324271104767,0.0118045373345741,"NOP2/RPL7L1/NHP2/GTF3A/RSL1D1/RRS1/AIRIM/MRM2/BOP1/WDR12/LAS1L/BRIX1/RPF2/NOP16/EBNA1BP2/MRTO4",16
"GO:1990266","BP","GO:1990266","neutrophil migration","23/1647","129/18870",0.000742871100978347,0.0147324271104767,0.0118045373345741,"DPEP1/CXCL8/CXCL1/CXCL3/NOD2/CXCL10/TREM1/TNFAIP6/CXCL6/CXCL11/CXCL9/CCL23/CD177/EDN3/MCOLN2/LGALS3/CCL14/MCU/BSG/CCL15/CCL19/CXCL13/VAV3",23
"GO:0046394","BP","GO:0046394","carboxylic acid biosynthetic process","47/1647","334/18870",0.000746429352307825,0.0147324271104767,0.0118045373345741,"MIF/NANP/FASN/OSBPL3/MTR/SHMT2/PRMT3/ENOPH1/PLOD3/MTHFD1/PYCR3/ASNS/TRIB3/BRCA1/GSTP1/PSAT1/FADS1/PSPH/PROX1/DEGS1/LIPG/ALDH1A3/PHGDH/PAH/RBP1/UGDH/ABHD3/DHRS9/CEACAM1/NR1H4/HPGDS/SCD5/PLA2G10/KAT2B/SCP2/MGLL/ACADVL/ABCD3/ELOVL6/ACSS2/PLP1/GGT6/GLS/CASP1/AKR1C3/OTC/ACSM3",47
"GO:0000212","BP","GO:0000212","meiotic spindle organization","7/1647","19/18870",0.000749001774354349,0.0147324271104767,0.0118045373345741,"TUBG1/AURKA/ASPM/CCNB2/FBXO5/NDC80/ATRX",7
"GO:0007076","BP","GO:0007076","mitotic chromosome condensation","7/1647","19/18870",0.000749001774354349,0.0147324271104767,0.0118045373345741,"CDCA5/NUSAP1/NCAPD3/NCAPD2/NCAPG/NCAPH/PLK1",7
"GO:1903053","BP","GO:1903053","regulation of extracellular matrix organization","14/1647","62/18870",0.000750297343899255,0.0147324271104767,0.0118045373345741,"LAMC1/SOX9/MAD2L2/RGCC/AGT/FAP/PDPN/LAMB1/FSCN1/EMILIN1/AEBP1/IL6/ADTRP/BMP2",14
"GO:0050678","BP","GO:0050678","regulation of epithelial cell proliferation","55/1647","407/18870",0.00075513447793281,0.0147779817331451,0.0118410385329183,"CDK4/CDH3/NME1/NME2/LAMC1/SOX9/CCND1/MYC/CLDN1/WDR77/SPARC/RGCC/WNT2/PRKDC/PGF/BRCA2/ECM1/WNT5A/STK3/UHRF1/LAMA5/SULF1/ZFP36L1/LAMB1/NOD2/TWIST1/ROBO1/PROX1/BMP4/JCAD/MMP12/ODAM/REG3A/IGF2/BMP5/VEGFD/CEACAM1/XDH/AQP11/CDKN2B/POLD4/MARVELD3/VIP/SCG2/HMOX1/IRF6/FGFR2/FGFBP1/GPR15LG/NEAT1/NKX2-3/PPARG/SGPP2/IGF1/CTNNB1",55
"GO:2001233","BP","GO:2001233","regulation of apoptotic signaling pathway","54/1647","398/18870",0.000763557057592458,0.0148931677246688,0.011933332716841,"TRAP1/GRINA/MIF/EEF1E1/CSNK2A2/PEA15/MYC/CTSH/WFS1/ARMC10/CD44/DDIAS/BCL2L12/ITPRIP/PMAIP1/AGT/BOK/WNT5A/STK3/MSX1/BRCA1/GSTP1/NOS3/FAIM/MMP9/INHBB/CTSK/BMP4/TPD52L1/CTSV/RNF183/TIMP3/IFI6/BMP5/LGALS3/RIPK3/ITM2C/PINK1/GHITM/STRADB/NHERF1/TNFSF10/SH3RF1/CTSS/SCG2/HMOX1/IVNS1ABP/MCL1/EYA2/FAS/SRPX/IGF1/CTNNB1/MUC1",54
"GO:0051222","BP","GO:0051222","positive regulation of protein transport","44/1647","308/18870",0.000791539665943826,0.0153878456250205,0.0123296994322167,"CD81/ITGB1BP1/CSNK2A2/NMT1/TRIM28/RIPOR1/VSNL1/CDK1/IPO5/ECT2/XPO4/PFKM/GZMB/MTCL1/MYH10/SYBU/FLNA/KCNN4/SLC35D3/SLC51B/GCG/CHP1/GNA11/PPM1A/CHP2/F2RL1/SYTL4/NR1H4/PINK1/RHOU/C1QTNF12/SRI/MCU/ARF6/ANK3/TMEM30B/PRR5L/CD2AP/TRPM4/CDH1/PRKCB/EXPH5/PPARG/IGF1",44
"GO:0032200","BP","GO:0032200","telomere organization","30/1647","187/18870",0.000817553077610004,0.0158411027018097,0.0126928772063196,"NAT10/ACD/RUVBL1/CCT3/CCT4/NHP2/DKC1/CCT6A/GNL3/MAD2L2/MYC/NABP2/BLM/EXO1/PCNA/NEK2/AURKB/FEN1/PRKDC/ATR/BRCA2/MRE11/CCNE1/EZH2/ATRX/TEP1/PKIB/H3C10/H4C8/CTNNB1",30
"GO:0071621","BP","GO:0071621","granulocyte chemotaxis","23/1647","130/18870",0.000829500649289312,0.0160197312893998,0.0128360055459624,"DPEP1/CXCL8/CXCL1/CXCL3/NOD2/CXCL10/TREM1/TNFAIP6/CXCL6/CXCL11/CXCL9/CCL23/EDN3/LGALS3/CCL14/MCU/BSG/CCL15/SCG2/S100A14/CCL19/CXCL13/VAV3",23
"GO:0098869","BP","GO:0098869","cellular oxidant detoxification","19/1647","99/18870",0.000832708675709263,0.0160289594593085,0.0128433997299213,"PRDX4/GSTP1/NOS3/PXDN/H19/SOD3/GPX7/GPX8/BMP7/PRDX6/HBG1/HBG2/CD36/HBA2/HBA1/GSR/TP53INP1/GPX3/FABP1",19
"GO:0070371","BP","GO:0070371","ERK1 and ERK2 cascade","47/1647","336/18870",0.000849673959557846,0.0163020778319089,0.0130622391649949,"MIF/FAM83D/SOX9/ITGB1BP1/RIPK2/MYC/CHI3L1/CDK1/CTSH/CD44/PDGFRB/GRB10/GSTP1/ZFP36L1/NOD2/CAVIN3/LIF/EMILIN1/DUSP4/BMP4/NOX4/TIMP3/SLC30A10/P2RY1/GCNT2/CCL23/GCG/CEACAM1/F2RL1/PDE8A/PTGER4/BMP2/CCL14/PTPRR/NHERF1/FFAR4/ADIPOQ/CCL15/CD36/EZR/GAREM1/NDRG2/FGFR2/TNFRSF11A/CCL19/IGF1/PLA2G2A",47
"GO:0001886","BP","GO:0001886","endothelial cell morphogenesis","5/1647","10/18870",0.000872665571765834,0.0165271599091523,0.0132425889311427,"MET/COL18A1/PLOD3/STC1/HOXA13",5
"GO:0003253","BP","GO:0003253","cardiac neural crest cell migration involved in outflow tract morphogenesis","5/1647","10/18870",0.000872665571765834,0.0165271599091523,0.0132425889311427,"EDNRA/TWIST1/BMP4/BMP7/PITX2",5
"GO:0016102","BP","GO:0016102","diterpenoid biosynthetic process","5/1647","10/18870",0.000872665571765834,0.0165271599091523,0.0132425889311427,"PRMT3/ALDH1A3/RBP1/DHRS9/AKR1C3",5
"GO:0044837","BP","GO:0044837","actomyosin contractile ring organization","5/1647","10/18870",0.000872665571765834,0.0165271599091523,0.0132425889311427,"RTKN/ANLN/ECT2/RACGAP1/IQGAP2",5
"GO:0032206","BP","GO:0032206","positive regulation of telomere maintenance","15/1647","70/18870",0.000883091365596551,0.0166708341074513,0.0133577096390286,"ACD/RUVBL1/CCT3/CCT4/DKC1/CCT6A/GNL3/NABP2/NEK2/AURKB/ATR/MRE11/ATRX/PKIB/CTNNB1",15
"GO:0043281","BP","GO:0043281","regulation of cysteine-type endopeptidase activity involved in apoptotic process","27/1647","163/18870",0.000888386906339432,0.0167170497664064,0.0133947405007791,"HSPE1/PRR7/MYC/HSPD1/CD44/BCL2L12/PMAIP1/DPEP1/BOK/ROBO1/MMP9/TNFSF15/LAMP3/IFI6/XDH/KLF4/CASP10/FAM162A/XIAP/EGLN3/TNFSF10/SH3RF1/ACVR1C/CASP1/FAS/FABP1/PPARG",27
"GO:0030324","BP","GO:0030324","lung development","30/1647","188/18870",0.00089336176580206,0.016756955038415,0.0134267150878406,"SOX9/CHI3L1/PLOD3/CTSH/TIMELESS/WNT2/WNT5A/ASXL1/HIKESHI/LAMA5/PDPN/LTBP3/NOS3/LIF/COL3A1/PROX1/ADA/TNC/BMP4/MMP12/MME/LOX/SLC23A1/CLCN2/BMP2/ITGB6/FGFR2/HMGCS2/MAN2A1/CTNNB1",30
"GO:0007584","BP","GO:0007584","response to nutrient","26/1647","155/18870",0.000905472113708764,0.0168306325392793,0.0134857500861575,"COL1A1/STC1/STC2/ITGA2/NOD2/LIPG/TNC/BMP7/CXCL10/SST/SLC6A19/CDKN2B/NR1H4/UGT1A1/CCL28/KAT2B/RARA/ADIPOQ/SLC16A1/FKBP1B/PRKCB/BCHE/HMGCS2/PPARG/AKR1C3/OTC",26
"GO:0032506","BP","GO:0032506","cytokinetic process","11/1647","43/18870",0.000905523778135253,0.0168306325392793,0.0134857500861575,"RTKN/NUP62/KIF20A/ANLN/AURKB/ECT2/CEP55/RACGAP1/CHMP1B/VPS4B/IQGAP2",11
"GO:0016053","BP","GO:0016053","organic acid biosynthetic process","47/1647","337/18870",0.000905889947608968,0.0168306325392793,0.0134857500861575,"MIF/NANP/FASN/OSBPL3/MTR/SHMT2/PRMT3/ENOPH1/PLOD3/MTHFD1/PYCR3/ASNS/TRIB3/BRCA1/GSTP1/PSAT1/FADS1/PSPH/PROX1/DEGS1/LIPG/ALDH1A3/PHGDH/PAH/RBP1/UGDH/ABHD3/DHRS9/CEACAM1/NR1H4/HPGDS/SCD5/PLA2G10/KAT2B/SCP2/MGLL/ACADVL/ABCD3/ELOVL6/ACSS2/PLP1/GGT6/GLS/CASP1/AKR1C3/OTC/ACSM3",47
"GO:0030282","BP","GO:0030282","bone mineralization","22/1647","123/18870",0.000916840955145109,0.0169803572481291,0.0136057188395932,"SOX9/ANO6/COL1A2/ECM1/LTBP3/TWIST1/COMP/SNX10/BMP4/BMP7/LOX/ASPN/GREM1/CLEC3B/BMP2/SLC20A2/ATP2B1/LGR4/TENT5A/TRPM4/FGFR2/IGF1",22
"GO:0060349","BP","GO:0060349","bone morphogenesis","19/1647","100/18870",0.000945503408731205,0.0174561336876129,0.0139869405283673,"SOX9/COL1A1/SERPINH1/MSX1/STC1/LTBP3/TWIST1/ANXA6/COL3A1/SFRP4/FOXC1/MSX2/COMP/SP5/BMP4/RARA/CITED2/FGFR2/GHR",19
"GO:1904358","BP","GO:1904358","positive regulation of telomere maintenance via telomere lengthening","10/1647","37/18870",0.000968850058893514,0.0178310930901687,0.0142873813337572,"ACD/CCT3/CCT4/DKC1/CCT6A/NEK2/AURKB/ATR/PKIB/CTNNB1",10
"GO:0042770","BP","GO:0042770","signal transduction in response to DNA damage","30/1647","189/18870",0.000975238899622569,0.0178693529808462,0.0143180375389114,"MIF/PRPF19/EEF1E1/CCND1/MAD2L2/TTI1/DTL/BLM/CDK1/FOXM1/CD44/DONSON/PMAIP1/PLK1/PRKDC/ATR/BRCA2/CHEK1/MSX1/BARD1/MRE11/H2AX/BRCA1/E2F7/TWIST1/TIPIN/ATRX/CDKN1A/MAP2K6/MUC1",30
"GO:0019693","BP","GO:0019693","ribose phosphate metabolic process","53/1647","393/18870",0.000977016233495422,0.0178693529808462,0.0143180375389114,"CTPS1/NME1/NME2/AMPD2/ATIC/PAICS/GMPS/PPT1/NME4/MTHFD1/PRPS1/PPAT/PFAS/DGAT2/NME7/SULT2B1/TDO2/GUCY1B1/ADA/ACSL6/H19/PIPOX/PDE10A/GUCY1A1/ENTPD5/SULT1A2/PANK3/PDE9A/XDH/SULT1A1/BPNT1/AMPD1/PDE4D/SULT1B1/NMNAT1/PDE8A/PAPSS2/PINK1/SULT1A3/ACSF2/SUCLG2/ADCY9/ELOVL6/ACSS2/RFK/CDA/MMUT/ND6/PID1/HMGCS2/UPP1/ACSM3/GUCY2C",53
"GO:0030865","BP","GO:0030865","cortical cytoskeleton organization","12/1647","50/18870",0.000993546002191654,0.0180591596868954,0.0144701224826283,"RTKN/ANLN/TLN1/ECT2/RACGAP1/CALR/CAVIN3/EPB41L3/PLS1/ARF6/EZR/IQGAP2",12
"GO:2000649","BP","GO:2000649","regulation of sodium ion transmembrane transporter activity","12/1647","50/18870",0.000993546002191654,0.0180591596868954,0.0144701224826283,"TESC/HECW2/GRP/PCSK9/CHP1/CHP2/GPD1L/FXYD3/NEDD4L/ANK3/CAMK2D/FXYD1",12
"GO:0097530","BP","GO:0097530","granulocyte migration","26/1647","156/18870",0.0009982806474796,0.0180892150659035,0.0144942047225027,"DPEP1/CXCL8/CXCL1/CXCL3/NOD2/CXCL10/TREM1/TNFAIP6/CXCL6/CXCL11/CXCL9/CCL23/CD177/EDN3/MCOLN2/LGALS3/PTGER4/CCL14/MCU/BSG/CCL15/SCG2/S100A14/CCL19/CXCL13/VAV3",26
"GO:0090287","BP","GO:0090287","regulation of cellular response to growth factor stimulus","49/1647","357/18870",0.00101621422319869,0.0183575190904601,0.014709186602348,"ADISSP/PTP4A3/SINHCAF/AGT/GRB10/PMEPA1/WNT5A/MSX1/DKK3/FSTL3/SULF1/ADGRA2/TMEM204/ROBO1/SFRP4/EMILIN1/HTRA1/MSX2/SHISA2/MIR18A/BMP4/JCAD/TGFB1I1/LOX/TNFAIP6/IL17RD/BAMBI/ASPN/FOXD1/GREM1/PPM1A/PBLD/XDH/CDKN2B/BMP2/PALS1/XIAP/CITED2/CHRDL1/GREM2/FGFBP1/PRKCB/CILP/NEO1/PPARG/SOSTDC1/CXCL13/CTNNB1/HOXA13",49
"GO:0045446","BP","GO:0045446","endothelial cell differentiation","22/1647","124/18870",0.00102458453656712,0.0184519503502625,0.0147848508037406,"MET/FASN/COL18A1/CLDN1/PLOD3/EDNRA/STC1/PDPN/S1PR3/PROX1/BMP4/APOLD1/TMEM100/CEACAM1/XDH/PDE4D/F2RL1/TJP3/EZR/HPSE/CTNNB1/HOXA13",22
"GO:0072132","BP","GO:0072132","mesenchyme morphogenesis","13/1647","57/18870",0.00103775247155155,0.0186319411635448,0.0149290706433732,"SOX9/MYC/WNT5A/MSX1/NOS3/TWIST1/ROBO1/FOXC1/MSX2/BMP7/TMEM100/BMP5/BMP2",13
"GO:0001885","BP","GO:0001885","endothelial cell development","14/1647","64/18870",0.00104728378602249,0.0187066010248886,0.0149888927700342,"MET/FASN/COL18A1/CLDN1/PLOD3/EDNRA/STC1/S1PR3/PDE4D/F2RL1/TJP3/EZR/HPSE/HOXA13",14
"GO:0009259","BP","GO:0009259","ribonucleotide metabolic process","52/1647","385/18870",0.00104828338224976,0.0187066010248886,0.0149888927700342,"CTPS1/NME1/NME2/AMPD2/ATIC/PAICS/GMPS/PPT1/NME4/MTHFD1/PPAT/PFAS/DGAT2/NME7/SULT2B1/TDO2/GUCY1B1/ADA/ACSL6/H19/PIPOX/PDE10A/GUCY1A1/ENTPD5/SULT1A2/PANK3/PDE9A/XDH/SULT1A1/BPNT1/AMPD1/PDE4D/SULT1B1/NMNAT1/PDE8A/PAPSS2/PINK1/SULT1A3/ACSF2/SUCLG2/ADCY9/ELOVL6/ACSS2/RFK/CDA/MMUT/ND6/PID1/HMGCS2/UPP1/ACSM3/GUCY2C",52
"GO:1901605","BP","GO:1901605","alpha-amino acid metabolic process","32/1647","207/18870",0.00106412822281652,0.0188523962156736,0.0151057129490799,"CTPS1/NIT2/GMPS/MTR/SHMT2/ENOPH1/PLOD3/MTHFD1/PPAT/PFAS/GCSH/PYCR3/DPEP1/ASNS/ODC1/ALDH4A1/PSAT1/NOS3/TDO2/PSPH/GPT2/PHGDH/PIPOX/NOX4/PAH/GPT/ASPA/NR1H4/HGD/MMUT/GLS/OTC",32
"GO:0006144","BP","GO:0006144","purine nucleobase metabolic process","7/1647","20/18870",0.00106608678991716,0.0188523962156736,0.0151057129490799,"PAICS/GMPS/SHMT2/PRPS1/PPAT/ADA/XDH",7
"GO:0071731","BP","GO:0071731","response to nitric oxide","7/1647","20/18870",0.00106608678991716,0.0188523962156736,0.0151057129490799,"MTR/DPEP1/CCNA2/MMP3/GUCY1B1/EGLN1/CCL19",7
"GO:0030174","BP","GO:0030174","regulation of DNA-templated DNA replication initiation","6/1647","15/18870",0.00109791640919949,0.0189584330541477,0.0151906762622679,"MCM3/MCM7/MCM6/MCM2/MCM4/CDT1",6
"GO:0034310","BP","GO:0034310","primary alcohol catabolic process","6/1647","15/18870",0.00109791640919949,0.0189584330541477,0.0151906762622679,"SULT1A2/SULT1A1/SULT1B1/AKR1B10/SULT1A3/AKR1C3",6
"GO:0060099","BP","GO:0060099","regulation of phagocytosis, engulfment","6/1647","15/18870",0.00109791640919949,0.0189584330541477,0.0151906762622679,"ANO6/ITGA2/RAB31/APPL2/F2RL1/CD36",6
"GO:0061307","BP","GO:0061307","cardiac neural crest cell differentiation involved in heart development","6/1647","15/18870",0.00109791640919949,0.0189584330541477,0.0151906762622679,"EDNRA/TWIST1/BMP4/BMP7/PITX2/CITED2",6
"GO:0061308","BP","GO:0061308","cardiac neural crest cell development involved in heart development","6/1647","15/18870",0.00109791640919949,0.0189584330541477,0.0151906762622679,"EDNRA/TWIST1/BMP4/BMP7/PITX2/CITED2",6
"GO:0070207","BP","GO:0070207","protein homotrimerization","6/1647","15/18870",0.00109791640919949,0.0189584330541477,0.0151906762622679,"MIF/SIGMAR1/PNPT1/PXDN/ITLN1/CLYBL",6
"GO:1904874","BP","GO:1904874","positive regulation of telomerase RNA localization to Cajal body","6/1647","15/18870",0.00109791640919949,0.0189584330541477,0.0151906762622679,"RUVBL1/CCT3/CCT4/NHP2/DKC1/CCT6A",6
"GO:1905153","BP","GO:1905153","regulation of membrane invagination","6/1647","15/18870",0.00109791640919949,0.0189584330541477,0.0151906762622679,"ANO6/ITGA2/RAB31/APPL2/F2RL1/CD36",6
"GO:1902075","BP","GO:1902075","cellular response to salt","31/1647","199/18870",0.00111175081926723,0.0191410236361229,0.0153369791983493,"COL1A1/EHMT2/CLDN1/TGM2/TRPM2/ECT2/DPEP1/WNT5A/CCNA2/SLC12A2/CPNE1/LY6G6D/CALR/INHBB/P2RY1/P2RX4/GNA11/CPNE8/CHP2/SLC1A1/SMPD1/ITPKA/CPNE5/CAMK2D/FABP4/AOC1/TRPM4/CDH1/PRKCB/AKR1C3/FOS",31
"GO:0009306","BP","GO:0009306","protein secretion","50/1647","368/18870",0.00113672593536748,0.0195137952238085,0.0156356669903271,"RHBDF2/VSNL1/P3H1/LTBP2/PFKM/C1QTNF5/SLC12A2/COPG2/KCNJ8/INHBB/COMP/CPLX1/FAM3B/MYH10/SYBU/KCNN4/IL6/IL1RN/GCG/ADTRP/GNA11/CHGA/F2RL1/SYTL4/NR1H4/C1QTNF12/SRI/MCU/ARF6/CPT1A/ACVR1C/VIP/GNPTAB/CCDC186/SLC16A1/CD2AP/FKBP1B/SCG2/ARFIP1/TRPM4/KRT20/PRKCB/RSAD2/NEO1/FAM3D/PCSK5/EXPH5/PPARG/ADRA2A/IGF1",50
"GO:0019730","BP","GO:0019730","antimicrobial humoral response","23/1647","133/18870",0.00114386160819355,0.0195221264584429,0.015642342493932,"EVPL/SPON2/CXCL8/CXCL1/CXCL3/NOD2/CXCL10/CXCL6/CXCL11/IGHG3/REG1A/CXCL9/REG1B/REG3A/DEFA6/SPINK5/LEAP2/LGALS4/DEFB1/JCHAIN/CXCL13/IGHA1/IGHM",23
"GO:0051225","BP","GO:0051225","spindle assembly","23/1647","133/18870",0.00114386160819355,0.0195221264584429,0.015642342493932,"TPX2/KIF4A/PRC1/KIF23/MZT1/AURKA/NEK2/AURKB/PLK1/ASPM/MYBL2/RACGAP1/CCNB2/FBXO5/CDC20/CDCA8/NDC80/KIF11/GPSM2/STIL/FLNA/CHMP1B/VPS4B",23
"GO:0051781","BP","GO:0051781","positive regulation of cell division","18/1647","94/18870",0.00115854421342865,0.0196630720479676,0.0157552768706787,"NUP62/CDC25B/ITGB1BP1/KIF23/KIF14/AURKB/ECT2/PGF/RACGAP1/CDCA8/CDC6/LBH/MACC1/IGF2/CDC14A/VEGFD/GAREM1/FGFR2",18
"GO:0031099","BP","GO:0031099","regeneration","30/1647","191/18870",0.00115881841740705,0.0196630720479676,0.0157552768706787,"SLC7A5/CEBPB/CD81/ATIC/CSNK2A2/CCND1/CLDN1/MTR/CDK1/AURKA/ANGPT2/PNPT1/PCNA/THY1/CCNA2/EZH2/NNMT/ANXA3/TNC/LGR6/FLNA/IL6/KLK6/KLF4/UGT1A1/CPT1A/CDKN1A/FKBP1B/NEO1/IGF1",30
"GO:0072593","BP","GO:0072593","reactive oxygen species metabolic process","35/1647","234/18870",0.00116298891418761,0.0196769680553183,0.0157664112164551,"TRAP1/PRDX4/FOXM1/PDGFRB/PMAIP1/AGT/BRCA1/GSTP1/MMP3/DDIT4/NOS3/PXDN/H19/SOD3/NOX4/BMP7/IFI6/CD177/XDH/F2RL1/RIPK3/SLC1A1/HBG1/HBG2/PINK1/CDKN1A/RAB27A/RFK/CD36/HBA2/HBA1/PID1/HK2/GPX3/AKR1C3",35
"GO:0071560","BP","GO:0071560","cellular response to transforming growth factor beta stimulus","41/1647","287/18870",0.00117133765761611,0.019761274103058,0.015833962467896,"SOX9/ZYX/COL1A1/CLDN1/COL4A2/ADISSP/SINHCAF/WNT2/LTBP2/COL1A2/PMEPA1/WNT5A/DKK3/ZFP36L1/LTBP3/COL3A1/EMILIN1/HTRA1/MIR18A/CTSK/TGFB1I1/LOX/IL17RD/BAMBI/ASPN/GCNT2/APPL2/CLEC3B/PPM1A/PBLD/CDKN2B/BMP2/PALS1/HPGD/CITED2/ITGB6/FGFR2/CILP/NR3C1/PPARG/FOS",41
"GO:0030858","BP","GO:0030858","positive regulation of epithelial cell differentiation","15/1647","72/18870",0.0011988405468822,0.0200661302429756,0.0160782321770447,"NME2/ETV4/SOX9/SULT2B1/LIF/SFRP4/FOXC1/BMP4/BMP7/TMEM100/CDKN2B/BMP2/ATOH1/CD24/CTNNB1",15
"GO:0035592","BP","GO:0035592","establishment of protein localization to extracellular region","50/1647","369/18870",0.00120630343591307,0.0200661302429756,0.0160782321770447,"RHBDF2/VSNL1/P3H1/LTBP2/PFKM/C1QTNF5/SLC12A2/COPG2/KCNJ8/INHBB/COMP/CPLX1/FAM3B/MYH10/SYBU/KCNN4/IL6/IL1RN/GCG/ADTRP/GNA11/CHGA/F2RL1/SYTL4/NR1H4/C1QTNF12/SRI/MCU/ARF6/CPT1A/ACVR1C/VIP/GNPTAB/CCDC186/SLC16A1/CD2AP/FKBP1B/SCG2/ARFIP1/TRPM4/KRT20/PRKCB/RSAD2/NEO1/FAM3D/PCSK5/EXPH5/PPARG/ADRA2A/IGF1",50
"GO:0016054","BP","GO:0016054","organic acid catabolic process","37/1647","252/18870",0.00120765782539056,0.0200661302429756,0.0160782321770447,"GNPDA1/SHMT2/SORD/GCSH/DPEP1/ALDH4A1/NOS3/TWIST1/TDO2/GPT2/PIPOX/PAH/LDHD/ADTRP/GPT/ACADS/ABHD3/ETFDH/ASPA/CPT2/TST/ADIPOQ/SCP2/ACADVL/CPT1A/ABCD3/HGD/CYP4F12/PCK1/SLC16A1/PHYH/ACADM/EHHADH/GLS/FABP1/ECI2/OTC",37
"GO:0046395","BP","GO:0046395","carboxylic acid catabolic process","37/1647","252/18870",0.00120765782539056,0.0200661302429756,0.0160782321770447,"GNPDA1/SHMT2/SORD/GCSH/DPEP1/ALDH4A1/NOS3/TWIST1/TDO2/GPT2/PIPOX/PAH/LDHD/ADTRP/GPT/ACADS/ABHD3/ETFDH/ASPA/CPT2/TST/ADIPOQ/SCP2/ACADVL/CPT1A/ABCD3/HGD/CYP4F12/PCK1/SLC16A1/PHYH/ACADM/EHHADH/GLS/FABP1/ECI2/OTC",37
"GO:0036294","BP","GO:0036294","cellular response to decreased oxygen levels","26/1647","158/18870",0.00120889252979745,0.0200661302429756,0.0160782321770447,"AJUBA/HILPDA/SLC29A1/MYC/RGCC/PMAIP1/SUV39H2/STC1/STC2/CCNA2/ZFP36L1/TWIST1/BMP7/PINK1/FAM162A/EGLN3/EGLN1/PCK1/CITED2/CLCA1/CPEB2/HMOX1/FGFR2/FABP1/PPARG/FOS",26
"GO:0070167","BP","GO:0070167","regulation of biomineral tissue development","19/1647","102/18870",0.00121073534276995,0.0200661302429756,0.0160782321770447,"CEBPB/SOX9/SLC4A2/ANO6/ECM1/FBXO5/LTBP3/NOS3/TWIST1/COMP/BMP4/BMP7/ASPN/GREM1/BMP2/SLC20A2/ATP2B1/TENT5A/TRPM4",19
"GO:0007143","BP","GO:0007143","female meiotic nuclear division","10/1647","38/18870",0.00121333269225964,0.0200661302429756,0.0160782321770447,"CDC25B/TRIP13/TOP2A/AURKA/NCAPH/PLK1/CCNB2/FBXO5/TTK/NDC80",10
"GO:0060740","BP","GO:0060740","prostate gland epithelium morphogenesis","8/1647","26/18870",0.00123588324066256,0.0203816587245221,0.0163310532303991,"SOX9/WNT5A/SULF1/TNC/BMP4/BMP7/FGFR2/HOXA13",8
"GO:0072331","BP","GO:0072331","signal transduction by p53 class mediator","28/1647","175/18870",0.00124881228022191,0.0205371901881872,0.0164556747171214,"NOP2/MIF/RRS1/BOP1/EEF1E1/MYC/RPF2/FOXM1/ARMC10/CD44/AURKA/PMAIP1/AURKB/ATR/BRCA2/CHEK1/BOK/MSX1/TP53RK/E2F7/DDIT4/TWIST1/ATRX/SGK1/DYRK2/CDKN1A/MAP2K6/MUC1",28
